web-scraper-order,web-scraper-start-url,name,typeImage-src,categoryImage-src,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact,accuracy,zMove,zMovePower,zMoveUpgradeEffect,zMoveUgradeEffectDetailed
"1597855884-1774","https://www.serebii.net//attackdex-sm/belch.shtml","Belch","/pokedex-bw/type/poison.gif","/pokedex-bw/type/special.png","120","The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.","Consumes a Berry","-- %","0","4.17%","Selected Target","No","90","Acid Downpour","190","Acid Downpour","null"
"1597855698-1682","https://www.serebii.net//attackdex-sm/discharge.shtml","Discharge","/pokedex-bw/type/electric.gif","/pokedex-bw/type/special.png","80","The user strikes everything around it by letting loose a flare of electricity. This may also cause paralysis.","May induce paralysis.","30 %","0","4.17%","All Adjacent Pokémon","No","100","Gigavolt Havoc","160","Gigavolt Havoc","null"
"1597855170-1419","https://www.serebii.net//attackdex-sm/mudshot.shtml","Mud Shot","/pokedex-bw/type/ground.gif","/pokedex-bw/type/special.png","55","The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.","May lower opponent's Speed one stage.","100 %","0","4.17%","Selected Target","No","95","Tectonic Rage","100","Tectonic Rage","null"
"1597855797-1731","https://www.serebii.net//attackdex-sm/charm.shtml","Charm","/pokedex-bw/type/fairy.gif","/pokedex-bw/type/other.png","0","The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat.","Lowers opponent's Attack two stages.","-- %","0","None","Selected Target","No","100","null","null","Defense ↥","Boosts Defense by 1 stage"
"1597855154-1411","https://www.serebii.net//attackdex-sm/naturepower.shtml","Nature Power","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","This attack makes use of nature's power. Its effects vary depending on the user's environment.","Attack changes based on field","-- %","0","None","Selected Target","No","0","null","null","",""
"1597855400-1534","https://www.serebii.net//attackdex-sm/hex.shtml","Hex","/pokedex-bw/type/ghost.gif","/pokedex-bw/type/special.png","65","This relentless attack does massive damage to a target affected by status conditions.","Doubles damage when targed is afflicted with a status condition","-- %","0","4.17%","Selected Target","No","100","Never-Ending Nightmare","160","Never-Ending Nightmare","null"
"1597855722-1694","https://www.serebii.net//attackdex-sm/darkestlariat.shtml","Darkest Lariat","/pokedex-bw/type/dark.gif","/pokedex-bw/type/physical.png","85","The user swings both arms and hits the target. The target's stat changes don't affect this attack's damage.","Ignores stat changes","-- %","0","4.17%","Selected Target","Yes","100","Black Hole Eclipse","160","Black Hole Eclipse","null"
"1597855344-1506","https://www.serebii.net//attackdex-sm/iciclecrash.shtml","Icicle Crash","/pokedex-bw/type/ice.gif","/pokedex-bw/type/physical.png","85","The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.","May cause opponent to flinch.","30 %","0","4.17%","Selected Target","No","90","Subzero Slammer","160","Subzero Slammer","null"
"1597854889-1281","https://www.serebii.net//attackdex-sm/shadowball.shtml","Shadow Ball","/pokedex-bw/type/ghost.gif","/pokedex-bw/type/special.png","80","The user hurls a shadowy blob at the target. This may also lower the target's Sp. Def stat.","May lower opponent's Special Defense one stage.","20 %","0","4.17%","Selected Target","No","100","Never-Ending Nightmare","160","Never-Ending Nightmare","null"
"1597854662-1169","https://www.serebii.net//attackdex-sm/technoblast.shtml","Techno Blast","/pokedex-bw/type/normal.gif","/pokedex-bw/type/special.png","120","The user fires a beam of light at its target. The move's type changes depending on the Drive the user holds.","Changes the type of the move based upon the item being held","-- %","0","4.17%","Selected Target","No","100","Breakneck Blitz","190","Breakneck Blitz","null"
"1597854833-1253","https://www.serebii.net//attackdex-sm/slash.shtml","Slash","/pokedex-bw/type/normal.gif","/pokedex-bw/type/physical.png","70","The target is attacked with a slash of claws or blades. Critical hits land more easily.","Has an increased Critical Hit ratio","-- %","0","12.5%","Selected Target","Yes","100","Breakneck Blitz","140","Breakneck Blitz","null"
"1597855873-1768","https://www.serebii.net//attackdex-sm/blackholeeclipse.shtml","Black Hole Eclipse","/pokedex-bw/type/dark.gif","/pokedex-bw/type/physical.png","1","The user gathers dark energy using its Z-Power and sucks the target into it. The power varies, depending on the original move.","No effect.","-- %","0","4.17%","Selected Target","No","0","null","null","Secondary Effect:","null"
"1597854658-1167","https://www.serebii.net//attackdex-sm/teeterdance.shtml","Teeter Dance","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user performs a wobbly dance that confuses the Pokémon around it.","Confuses all Pokémon on the field.","-- %","0","None","All Adjacent Pokémon","No","100","null","null","Special Attack ↥","Boosts Special Attack by 1 stage"
"1597855202-1435","https://www.serebii.net//attackdex-sm/mimic.shtml","Mimic","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user copies the target's last move. The move can be used during battle until the Pokémon is switched out.","Copies opponents last move.","-- %","0","None","Selected Target","No","0","null","null","Accuracy ↥","Boosts Accuracy by 1 stage"
"1597855927-1795","https://www.serebii.net//attackdex-sm/armthrust.shtml","Arm Thrust","/pokedex-bw/type/fighting.gif","/pokedex-bw/type/physical.png","15","The user lets loose a flurry of open-palmed arm thrusts that hit two to five times in a row.","Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits","-- %","0","4.17%","Selected Target","Yes","100","All-Out Pummeling","100","All-Out Pummeling","null"
"1597854666-1171","https://www.serebii.net//attackdex-sm/taunt.shtml","Taunt","/pokedex-bw/type/dark.gif","/pokedex-bw/type/other.png","0","The target is taunted into a rage that allows it to use only attack moves for three turns.","The opponent can only use damaging moves for three turns","-- %","0","None","Selected Target","No","100","null","null","Attack ↥","Boosts Attack by 1 stage"
"1597855090-1379","https://www.serebii.net//attackdex-sm/playnice.shtml","Play Nice","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat.","Lowers target's Attack by 1 stage.","100 %","0","None","Selected Target","No","0","null","null","Defense ↥","Boosts Defense by 1 stage"
"1597855468-1568","https://www.serebii.net//attackdex-sm/grassknot.shtml","Grass Knot","/pokedex-bw/type/grass.gif","/pokedex-bw/type/special.png","1","The user snares the target with grass and trips it. The heavier the target, the greater the move's power.","Damage inflicted raises the heavier the opponent is.","-- %","0","4.17%","Selected Target","Yes","100","Bloom Doom","160","Bloom Doom","null"
"1597855266-1467","https://www.serebii.net//attackdex-sm/lowkick.shtml","Low Kick","/pokedex-bw/type/fighting.gif","/pokedex-bw/type/physical.png","1","A powerful low kick that makes the target fall over. The heavier the target, the greater the move's power.","Damage inflicted raises the heavier the opponent is.","-- %","0","4.17%","Selected Target","Yes","100","All-Out Pummeling","160","All-Out Pummeling","null"
"1597855670-1668","https://www.serebii.net//attackdex-sm/dragondance.shtml","Dragon Dance","/pokedex-bw/type/dragon.gif","/pokedex-bw/type/other.png","0","The user vigorously performs a mystic, powerful dance that raises its Attack and Speed stats.","Raises user's Attack and Speed one stage.","-- %","0","None","Self","No","0","null","null","Reset Stats","Resets all lowered stat modifications"
"1597855041-1355","https://www.serebii.net//attackdex-sm/psybeam.shtml","Psybeam","/pokedex-bw/type/psychic.gif","/pokedex-bw/type/special.png","65","The target is attacked with a peculiar ray. This may also leave the target confused.","May induce Confusion","10 %","0","4.17%","Selected Target","No","100","Shattered Psyche","120","Shattered Psyche","null"
"1597855684-1675","https://www.serebii.net//attackdex-sm/doubleslap.shtml","Double Slap","/pokedex-bw/type/normal.gif","/pokedex-bw/type/physical.png","15","The target is slapped repeatedly, back and forth, two to five times in a row.","Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits","-- %","0","4.17%","Selected Target","Yes","85","Breakneck Blitz","100","Breakneck Blitz","null"
"1597855292-1480","https://www.serebii.net//attackdex-sm/leaftornado.shtml","Leaf Tornado","/pokedex-bw/type/grass.gif","/pokedex-bw/type/special.png","65","The user attacks its target by encircling it in sharp leaves. This attack may also lower the target's accuracy.","May lower opponent's Accuracy one stage.","50 %","0","4.17%","Selected Target","No","90","Bloom Doom","120","Bloom Doom","null"
"1597855392-1530","https://www.serebii.net//attackdex-sm/holdback.shtml","Hold Back","/pokedex-bw/type/normal.gif","/pokedex-bw/type/physical.png","40","The user holds back when it attacks, and the target is left with at least 1 HP.","Leaves the foe with at least 1 HP.","-- %","0","4.17%","Selected Target","Yes","100","Breakneck Blitz","100","Breakneck Blitz","null"
"1597855612-1639","https://www.serebii.net//attackdex-sm/eruption.shtml","Eruption","/pokedex-bw/type/fire.gif","/pokedex-bw/type/special.png","150","The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.","Inflicts more damage when the user's HP is high.","-- %","0","4.17%","All Adjacent Foes","No","100","Inferno Overdrive","200","Inferno Overdrive","null"
"1597855082-1375","https://www.serebii.net//attackdex-sm/poisongas.shtml","Poison Gas","/pokedex-bw/type/poison.gif","/pokedex-bw/type/other.png","0","A cloud of poison gas is sprayed in the face of opposing Pokémon, poisoning those hit.","Induces Poison.","-- %","0","None","All Adjacent Foes","No","90","null","null","Defense ↥","Boosts Defense by 1 stage"
"1597855947-1805","https://www.serebii.net//attackdex-sm/aircutter.shtml","Air Cutter","/pokedex-bw/type/flying.gif","/pokedex-bw/type/special.png","60","The user launches razor-like wind to slash the opposing Pokémon. Critical hits land more easily.","Has an increased Critical Hit ratio","-- %","0","12.5%","All Adjacent Foes","No","95","Supersonic Skystrike","120","Supersonic Skystrike","null"
"1597855466-1567","https://www.serebii.net//attackdex-sm/grasspledge.shtml","Grass Pledge","/pokedex-bw/type/grass.gif","/pokedex-bw/type/special.png","80","A column of grass hits the target. When used with its water equivalent, its power increases and a vast swamp appears.","If combined with Water Oath, lowers opponent's Speed one stage for four turns.","-- %","0","4.17%","Selected Target","No","100","Bloom Doom","160","Bloom Doom","null"
"1597854786-1230","https://www.serebii.net//attackdex-sm/sparklyswirl.shtml","Sparkly Swirl","/pokedex-bw/type/fairy.gif","/pokedex-bw/type/special.png","90","The user attacks the target by wrapping it with a whirlwind of an overpowering scent. This also heals all status conditions of the user’s party.","Heals party's status problems.","100 %","0","4.17%","Selected Target","No","100","","","","null"
"1597855238-1453","https://www.serebii.net//attackdex-sm/magnitude.shtml","Magnitude","/pokedex-bw/type/ground.gif","/pokedex-bw/type/physical.png","1","The user attacks everything around it with a ground-shaking quake. Its power varies.","Move power is random: 10/30/50/70/90/110/150.","-- %","0","4.17%","All Adjacent Pokémon","No","100","Tectonic Rage","140","Tectonic Rage","null"
"1597854849-1261","https://www.serebii.net//attackdex-sm/sketch.shtml","Sketch","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.","Copies the opponent's last move forever.","-- %","0","None","Selected Target","No","0","null","null","Stats ↥","Boosts all stats by 1 stage"
"1597854871-1272","https://www.serebii.net//attackdex-sm/shellsmash.shtml","Shell Smash","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user breaks its shell, which lowers Defense and Sp. Def stats but sharply raises its Attack, Sp. Atk, and Speed stats.","Lowers user's Defense & Special Defense by one stage. Increases user's Attack, Special Attack & Speed two stages","-- %","0","None","Self","No","0","null","null","Reset Stats","Resets all lowered stat modifications"
"1597854559-1118","https://www.serebii.net//attackdex-sm/waterspout.shtml","Water Spout","/pokedex-bw/type/water.gif","/pokedex-bw/type/special.png","150","The user spouts water to damage opposing Pokémon. The lower the user's HP, the lower the move's power.","Inflicts more damage when the user's HP is high.","-- %","0","4.17%","All Adjacent Foes","No","100","Hydro Vortex","200","Hydro Vortex","null"
