web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNums
"1596676376-2019","https://www.serebii.net/abilitydex/flashfire.shtml","Flash Fire","Powers up the Pokémon's Fire-type moves if it's hit by one.","Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect.","78"
"1596676123-892","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","417"
"1596676267-1494","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","200"
"1596676021-343","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","230"
"1596676227-1366","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","529"
"1596675953-7","https://www.serebii.net/abilitydex/wonderskin.shtml","Wonder Skin","Makes status moves more likely to miss.","Makes non-damaging moves that are targeted at this Pokémon have the accuracy of 50%.","300"
"1596676298-1676","https://www.serebii.net/abilitydex/insomnia.shtml","Insomnia","The Pokémon is suffering from insomnia and cannot fall asleep.","The Pokémon cannot be put to Sleep while having this ability.","168"
"1596676037-484","https://www.serebii.net/abilitydex/stormdrain.shtml","Storm Drain","Draws in all Water-type moves. Instead of being hit  by Water-type moves, it boosts its Sp. Atk.","Water-type moves are drawn to this Pokémon. Water-type moves will do no damage and the Pokémon's SP ATK is raised one stage","422"
"1596676113-823","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","443"
"1596676131-937","https://www.serebii.net/abilitydex/rivalry.shtml","Rivalry","Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.","Attack & Special Attack is increased by 25% if the foe is of the same gender; Attack & Special Attack is decreased by 25% if the foe is of the opposite gender.","31"
"1596676446-2254","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","44"
"1596676267-1508","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","429"
"1596676462-2367","https://www.serebii.net/abilitydex/battlearmor.shtml","Battle Armor","Hard armor protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","870"
"1596676462-2360","https://www.serebii.net/abilitydex/battlearmor.shtml","Battle Armor","Hard armor protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","141"
"1596676446-2257","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","70"
"1596676071-589","https://www.serebii.net/abilitydex/solidrock.shtml","Solid Rock","Reduces the power of supereffective attacks taken.","Damage by super-effective moves is reduced by 25%.","323"
"1596676422-2160","https://www.serebii.net/abilitydex/damp.shtml","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","Explosion, Selfdestruct, Mind Blown & Misty Explosion will not work while the Pokémon is on the field.","258"
"1596676267-1491","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","109"
"1596676035-476","https://www.serebii.net/abilitydex/strongjaw.shtml","Strong Jaw","The Pokémon's strong jaw boosts the power of its biting moves.","Increases the power of biting moves by 50%","734"
"1596676271-1562","https://www.serebii.net/abilitydex/klutz.shtml","Klutz","The Pokémon can't use any held items.","The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace.","760"
"1596676097-743","https://www.serebii.net/abilitydex/shedskin.shtml","Shed Skin","The Pokémon may heal its own status conditions by shedding its skin.","Every turn, it has a 1 in 3 chance of healing from a status condition (BURN, PARALYZE, SLEEP, POISON, FREEZE).","148"
"1596676296-1652","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","397"
"1596676119-855","https://www.serebii.net/abilitydex/sandrush.shtml","Sand Rush","Boosts the Pokémon's Speed stat in a sandstorm.","Speed is doubled within a sandstorm","28"
"1596676163-1057","https://www.serebii.net/abilitydex/prismarmor.shtml","Prism Armor","Reduces the power of supereffective attacks taken.","Reduces the power of Super Effective moves used against this Pokémon by 25%","800"
"1596676187-1167","https://www.serebii.net/abilitydex/pickup.shtml","Pickup","The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.","Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black & White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle.","264"
"1596676113-827","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","694"
"1596676103-765","https://www.serebii.net/abilitydex/serenegrace.shtml","Serene Grace","Boosts the likelihood of additional effects occurring  when attacking.","The chances of a move having a secondary effect is doubled.","175"
"1596676376-2028","https://www.serebii.net/abilitydex/flashfire.shtml","Flash Fire","Powers up the Pokémon's Fire-type moves if it's hit by one.","Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect.","850"
"1596676087-663","https://www.serebii.net/abilitydex/simple.shtml","Simple","The stat changes the Pokémon receives are doubled.","The effectiveness of all stat modifications is doubled.","527"
"1596676352-1941","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","69"
"1596676476-2390","https://www.serebii.net/abilitydex/anticipation.shtml","Anticipation","The Pokémon can sense an opposing Pokémon's dangerous moves.","Warns when the foe knows 1-hit KO or super-effective moves.","454"
"1596675969-70","https://www.serebii.net/abilitydex/waterabsorb.shtml","Water Absorb","Restores HP if hit by a Water-type move, instead of taking damage.","The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves.","882"
"1596676452-2308","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","156"
"1596676454-2341","https://www.serebii.net/abilitydex/bigpecks.shtml","Big Pecks","Protects the Pokémon from Defense-lowering effects.","null","18"
"1596676380-2060","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","851"
"1596676135-977","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","591"
"1596676426-2191","https://www.serebii.net/abilitydex/cursedbody.shtml","Cursed Body","May disable a move used on the Pokémon.","When a move hits the Pokémon, that move has a 30% chance of getting disabled","885"
"1596676277-1625","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","391"
"1596676203-1281","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","322"
"1596676402-2113","https://www.serebii.net/abilitydex/download.shtml","Download","Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk statâ€”whichever will be more effective.","Attack is increased when the foe’s Defense is lower than its Special Defense or increases Special Attack when the foe’s Special Defense is lower than its Defense.","474"
