web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNum,DexImage-src
"1596679907-2905","https://www.serebii.net/abilitydex/technician.shtml","Technician","Powers up the Pokémon's weaker moves.","Moves with a base power of 60 or less are boosted in power by 50%","402","/pokedex-sm/icon/402.png"
"1596680264-4563","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","819","/pokedex-swsh/icon/819.png"
"1596680298-4677","https://www.serebii.net/abilitydex/fairyaura.shtml","Fairy Aura","Powers up each Pokémon's Fairy-type moves.","Powers up every Pokémon in play's Fairy-type moves by 33.3%","716","/pokedex-sm/icon/716.png"
"1596680230-4450","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","627","/pokedex-swsh/icon/627.png"
"1596679917-2985","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","614","/pokedex-swsh/icon/614.png"
"1596679921-3022","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","826","/pokedex-swsh/icon/826.png"
"1596679960-3184","https://www.serebii.net/abilitydex/speedboost.shtml","Speed Boost","Its Speed stat is boosted every turn.","Speed increases by one stage at the end of each turn.","545","/pokedex-swsh/icon/545.png"
"1596680304-4681","https://www.serebii.net/abilitydex/effectspore.shtml","Effect Spore","Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.","The opponent has a 10% chance of being induced by PARALYZE, POISON, or SLEEP when using an attack, that requires physical contact, against this Pokémon.","46","/pokedex-sm/icon/046.png"
"1596679974-3239","https://www.serebii.net/abilitydex/sniper.shtml","Sniper","Powers up moves if they become critical hits when attacking.","Power of critical-hit moves is increased to 225% rather than 150%.","223","/pokedex-swsh/icon/223.png"
"1596679974-3242","https://www.serebii.net/abilitydex/sniper.shtml","Sniper","Powers up moves if they become critical hits when attacking.","Power of critical-hit moves is increased to 225% rather than 150%.","451","/pokedex-swsh/icon/451.png"
"1596680246-4474","https://www.serebii.net/abilitydex/heatproof.shtml","Heatproof","The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.","Damage from Fire-type moves and the Burn status is halved.","436","/pokedex-swsh/icon/436.png"
"1596680203-4290","https://www.serebii.net/abilitydex/insomnia.shtml","Insomnia","The Pokémon is suffering from insomnia and cannot fall asleep.","The Pokémon cannot be put to Sleep while having this ability.","308","/pokedex-sm/icon/308-m.png"
"1596680057-3622","https://www.serebii.net/abilitydex/rattled.shtml","Rattled","Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.","Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated","366","/pokedex-sm/icon/366.png"
"1596680073-3663","https://www.serebii.net/abilitydex/protean.shtml","Protean","Changes the Pokémon's type to the type of the move it's about to use.","Before the Pokémon uses a move, it becomes a pure Pokémon of that type.","657","/pokedex-sm/icon/657.png"
"1596679907-2895","https://www.serebii.net/abilitydex/technician.shtml","Technician","Powers up the Pokémon's weaker moves.","Moves with a base power of 60 or less are boosted in power by 50%","212","/pokedex-swsh/icon/212.png"
"1596680057-3618","https://www.serebii.net/abilitydex/rattled.shtml","Rattled","Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.","Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated","209","/pokedex-sm/icon/209.png"
"1596680249-4487","https://www.serebii.net/abilitydex/healer.shtml","Healer","Sometimes heals an ally's status condition.","At the end of the turn, there is a 30% chance of either Ally being healed from a status condition","182","/pokedex-swsh/icon/182.png"
"1596680368-4953","https://www.serebii.net/abilitydex/bigpecks.shtml","Big Pecks","Protects the Pokémon from Defense-lowering effects.","null","18","/pokedex-sm/icon/018.png"
"1596680402-5052","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","341","/pokedex-swsh/icon/341.png"
"1596680027-3452","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","844","/pokedex-swsh/icon/844-gi.png"
"1596680041-3544","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","697","/pokedex-sm/icon/697.png"
"1596679985-3290","https://www.serebii.net/abilitydex/shielddust.shtml","Shield Dust","This Pokémon's dust blocks the additional effects of attacks taken.","Damaging moves used by the opponent will not have an additional effect.","873","/pokedex-swsh/icon/873.png"
"1596679984-3278","https://www.serebii.net/abilitydex/shieldsdown.shtml","Shields Down","When its HP becomes half or less, the Pokémon's shell breaks and it becomes aggressive.","Changes the Pokémon into its Core form when its Hit Points drop below 50%. Before then, it cannot be affected by Status Conditions such as Burn or Paralysis","774","/pokedex-sm/icon/774-r.png"
"1596680067-3654","https://www.serebii.net/abilitydex/purepower.shtml","Pure Power","Using its pure power, the Pokémon doubles its Attack stat.","The Pokémon’s Attack stat is doubled in battle while having this ability.","308","/pokedex-sm/icon/308.png"
"1596680368-4943","https://www.serebii.net/abilitydex/bigpecks.shtml","Big Pecks","Protects the Pokémon from Defense-lowering effects.","null","519","/pokedex-swsh/icon/519.png"
"1596680112-3819","https://www.serebii.net/abilitydex/owntempo.shtml","Own Tempo","This Pokémon has its own tempo, and that prevents it from becoming confused.","The Pokémon cannot be Confused while having this ability. Blocks Intimidate","463","/pokedex-swsh/icon/463.png"
"1596679974-3254","https://www.serebii.net/abilitydex/sniper.shtml","Sniper","Powers up moves if they become critical hits when attacking.","Power of critical-hit moves is increased to 225% rather than 150%.","818","/pokedex-swsh/icon/818-gi.png"
"1596680360-4879","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","192","/pokedex-sm/icon/192.png"
"1596679913-2925","https://www.serebii.net/abilitydex/synchronize.shtml","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.","When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed.","65","/pokedex-swsh/icon/065.png"
"1596680252-4516","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","404","/pokedex-swsh/icon/404.png"
"1596680360-4884","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","420","/pokedex-swsh/icon/420.png"
"1596680213-4361","https://www.serebii.net/abilitydex/immunity.shtml","Immunity","The immune system of the Pokémon prevents it from getting poisoned.","The Pokémon cannot be Poisoned while having this ability.","207","/pokedex-sm/icon/207.png"
"1596679880-2768","https://www.serebii.net/abilitydex/unaware.shtml","Unaware","When attacking, the Pokémon ignores the target Pokémon's stat changes.","Foe’s stat modifications are ignored.","36","/pokedex-swsh/icon/036.png"
"1596680138-3958","https://www.serebii.net/abilitydex/motordrive.shtml","Motor Drive","Boosts its Speed stat if hit by an Electric-type move, instead of taking damage.","The Pokémon takes no damage from Electric-type attacks and Speed raises by one level.","522","/pokedex-sm/icon/522.png"
"1596680252-4512","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","538","/pokedex-swsh/icon/538.png"
"1596680182-4139","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","615","/pokedex-sm/icon/615.png"
"1596680103-3785","https://www.serebii.net/abilitydex/pickup.shtml","Pickup","The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.","Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black & White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle.","659","/pokedex-swsh/icon/659.png"
"1596680094-3753","https://www.serebii.net/abilitydex/poisonpoint.shtml","Poison Point","Contact with the Pokémon may poison the attacker.","The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon.","691","/pokedex-swsh/icon/691.png"
"1596679847-2619","https://www.serebii.net/abilitydex/wonderskin.shtml","Wonder Skin","Makes status moves more likely to miss.","Makes non-damaging moves that are targeted at this Pokémon have the accuracy of 50%.","300","/pokedex-sm/icon/300.png"
"1596679925-3037","https://www.serebii.net/abilitydex/superluck.shtml","Super Luck","The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.","Raises the critical-hit ratio of moves by one level.","176","/pokedex-swsh/icon/176.png"
"1596679899-2832","https://www.serebii.net/abilitydex/tintedlens.shtml","Tinted Lens","The Pokémon can use â€œnot very effectiveâ€ moves to deal regular damage.","The power of “not very effective” moves is doubled.","414","/pokedex-sm/icon/414.png"
"1596680041-3529","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","105","/pokedex-swsh/icon/105.png"
"1596680112-3816","https://www.serebii.net/abilitydex/owntempo.shtml","Own Tempo","This Pokémon has its own tempo, and that prevents it from becoming confused.","The Pokémon cannot be Confused while having this ability. Blocks Intimidate","327","/pokedex-sm/icon/327.png"
"1596679901-2840","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","184","/pokedex-swsh/icon/184.png"
"1596679925-3034","https://www.serebii.net/abilitydex/superluck.shtml","Super Luck","The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.","Raises the critical-hit ratio of moves by one level.","520","/pokedex-swsh/icon/520.png"
"1596680182-4107","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","201","/pokedex-sm/icon/201.png"
"1596679857-2655","https://www.serebii.net/abilitydex/waterveil.shtml","Water Veil","The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.","This Pokémon cannot be Burned while having this ability.","321","/pokedex-swsh/icon/321.png"
