link,name,typeImageLink,categoryImageLink,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact
https://www.serebii.net/attackdex-swsh/leechseed.shtml,Leech Seed,img/grass.gif,img/other.png,0,A seed is planted on the target. It steals some HP from the target every turn.,User steals HP from the opponent every turn.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/sweetkiss.shtml,Sweet Kiss,img/fairy.gif,img/other.png,0,"The user kisses the target with a sweet, angelic cuteness that causes confusion.",Induces Confusion,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/voltswitch.shtml,Volt Switch,img/electric.gif,img/special.png,70,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",Pokémon switches out from battle,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/lowkick.shtml,Low Kick,img/fighting.gif,img/physical.png,1,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move's power.",Damage inflicted raises the heavier the opponent is.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/whirlpool.shtml,Whirlpool,img/water.gif,img/special.png,35,The user traps the target in a violent swirling whirlpool for four to five turns.,Traps the opponent for 4 to 5 turns,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/razorshell.shtml,Razor Shell,img/water.gif,img/physical.png,75,The user cuts its target with sharp shells. This may also lower the target's Defense stat.,May lower opponent's Defense one stage.,50%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/shadowball.shtml,Shadow Ball,img/ghost.gif,img/special.png,80,The user hurls a shadowy blob at the target. This may also lower the target's Sp. Def stat.,May lower opponent's Special Defense one stage.,20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/ember.shtml,Ember,img/fire.gif,img/special.png,40,The target is attacked with small flames. This may also leave the target with a burn.,May induce burn.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/metalsound.shtml,Metal Sound,img/steel.gif,img/other.png,0,A horrible sound like scraping metal harshly lowers the target's Sp. Def stat.,Lowers opponent's Special Defense two stages.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/snore.shtml,Snore,img/normal.gif,img/special.png,50,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.,Can only be used while asleep.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/recycle.shtml,Recycle,img/normal.gif,img/other.png,0,The user recycles a held item that has been used in battle so it can be used again.,Recycles an already used held item.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/secretpower.shtml,Secret Power,img/normal.gif,img/physical.png,70,The additional effects of this attack depend upon where it was used.,Afflicts a status condition based on the field,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/magnetbomb.shtml,Magnet Bomb,img/steel.gif,img/physical.png,60,The user launches steel bombs that stick to the target. This attack never misses.,Cannot miss.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/nature'smadness.shtml,Nature's Madness,img/fairy.gif,img/special.png,1,The user hits the target with the force of nature. It halves the target's HP.,Cuts the opponent's Hit Points by 50% of the current value,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/dreameater.shtml,Dream Eater,img/psychic.gif,img/special.png,100,The user eats the dreams of a sleeping target. The user's HP is restored by half the damage taken by the target.,User recovers half the damage inflicted on a sleeping opponent.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/quash.shtml,Quash,img/dark.gif,img/other.png,0,The user suppresses the target and makes its move go last.,Target Pokémon moves last in the turn,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/confuseray.shtml,Confuse Ray,img/ghost.gif,img/other.png,0,The target is exposed to a sinister ray that triggers confusion.,Induces Confusion,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/splinteredstormshards.shtml,Splintered Stormshards,img/rock.gif,img/physical.png,190,"After obtaining Z-Power, the user, Lycanroc, attacks the target with full force. This move negates the effect on the battlefield.",Destroys Terrains,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/bulkup.shtml,Bulk Up,img/fighting.gif,img/other.png,0,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats.",Raises user's Attack and Defense one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/sludgebomb.shtml,Sludge Bomb,img/poison.gif,img/special.png,90,Unsanitary sludge is hurled at the target. This may also poison the target.,May induce poison.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxfireball.shtml,G-Max Fireball,img/fire.gif,img/physical.png,1,A Fire-type attack that Gigantamax Cinderace use. This move can be used on the target regardless of its Abilities,Ignores abilities,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/magnitude.shtml,Magnitude,img/ground.gif,img/physical.png,1,The user attacks everything around it with a ground-shaking quake. Its power varies.,Move power is random: 10/30/50/70/90/110/150.,-- %,0,4.17%,All Adjacent Pokémon,No
https://www.serebii.net/attackdex-swsh/reversal.shtml,Reversal,img/fighting.gif,img/physical.png,1,An all-out attack that becomes more powerful the less HP the user has.,Inflicts more damage when the user's HP is down.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/blizzard.shtml,Blizzard,img/ice.gif,img/special.png,110,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,10%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/topsy-turvy.shtml,Topsy-Turvy,img/dark.gif,img/other.png,0,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.,Inverts all stat alterations on the target.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/breakingswipe.shtml,Breaking Swipe,img/dragon.gif,img/physical.png,60,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.,Lowers all opponent's Attack one stage,100%,0,4.17%,All Adjacent Foes,Yes
https://www.serebii.net/attackdex-swsh/stormthrow.shtml,Storm Throw,img/fighting.gif,img/physical.png,60,The user strikes the target with a fierce blow. This attack always results in a critical hit.,Always inflicts a Critical Hit,-- %,0,100%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/transform.shtml,Transform,img/normal.gif,img/other.png,0,The user transforms into a copy of the target right down to having the same move set.,User transforms to the opponent.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/fly.shtml,Fly,img/flying.gif,img/physical.png,90,The user flies up into the sky and then strikes its target on the next turn.,"The user is protected the first turn, Attacks the second turn.",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/shadowbone.shtml,Shadow Bone,img/ghost.gif,img/physical.png,85,The user attacks by beating the target with a bone that contains a spirit. This may also lower the target's Defense stat.,May lower opponent's Defense one stage.,20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/acrobatics.shtml,Acrobatics,img/flying.gif,img/physical.png,55,"The user nimbly strikes the target. If the user is not holding an item, this attack inflicts massive damage.",Increases damage by 100% if user is not holding an item.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/powdersnow.shtml,Powder Snow,img/ice.gif,img/special.png,40,The user attacks with a chilling gust of powdery snow. This may also freeze opposing Pokémon.,May induce freeze.,10%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/psyshock.shtml,Psyshock,img/psychic.gif,img/special.png,80,The user materializes an odd psychic wave to attack the target. This attack does physical damage.,Inflicts physical damage,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxflutterby.shtml,Max Flutterby,img/bug.gif,img/physical.png,1,This is a Bug-type attack Dynamax Pokémon use. This lowers the target's Sp. Atk stat.,Lowers all opponent's Sp. Atk one stage,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/g-maxfinale.shtml,G-Max Finale,img/fairy.gif,img/physical.png,1,A Fairy-type attack that Gigantamax Alcremie use. This move heals the HP of allies.,Restores the target's Hit Points by up to half of maximum.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxmindstorm.shtml,Max Mindstorm,img/psychic.gif,img/physical.png,1,This is a Psychic-type attack Dynamax Pokémon use. The user turns the ground into Psychic Terrain for five turns.,Activates Psychic Terrain,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/rockslide.shtml,Rock Slide,img/rock.gif,img/physical.png,75,Large boulders are hurled at opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.,May cause opponent to flinch.,30%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/block.shtml,Block,img/normal.gif,img/other.png,0,The user blocks the target's way with arms spread wide to prevent escape.,Prevents the opponent from escaping.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/sharpen.shtml,Sharpen,img/normal.gif,img/other.png,0,"The user makes its edges more jagged,  which raises its Attack stat.",Raises user's Attack one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/irontail.shtml,Iron Tail,img/steel.gif,img/physical.png,100,The target is slammed with a steel-hard tail. This may also lower the target's Defense stat.,May lower opponent's Defense one stage.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/dragonhammer.shtml,Dragon Hammer,img/dragon.gif,img/physical.png,90,The user uses its body like a hammer to attack the target and inflict damage.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/maxhailstorm.shtml,Max Hailstorm,img/ice.gif,img/physical.png,1,This is an Ice-type attack Dynamax Pokémon use. The user summons a hailstorm lasting five turns.,Causes Hailstorm for 5 rounds.,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/twister.shtml,Twister,img/dragon.gif,img/special.png,40,The user whips up a vicious tornado to tear at opposing Pokémon. This may also make them flinch.,May cause opponent to flinch. Damage is doubled if opponent is using Fly.,20%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/obstruct.shtml,Obstruct,img/dark.gif,img/other.png,0,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession. Direct contact harshly lowers the attacker's Defense stat.,Protects user. Lowers attacker's Defense stat by 2 stages if target makes physical contact,-- %,4,None,Self,No
https://www.serebii.net/attackdex-swsh/lusterpurge.shtml,Luster Purge,img/psychic.gif,img/special.png,70,The user lets loose a damaging burst of light. This may also lower the target's Sp. Def stat.,May lower opponent's Special Defense one stage.,50%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/wingattack.shtml,Wing Attack,img/flying.gif,img/physical.png,60,"The target is struck with large, imposing wings spread wide to inflict damage.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/guardswap.shtml,Guard Swap,img/psychic.gif,img/other.png,0,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.,Switches user's Defense & Special Defense stat increases with opponent.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/belch.shtml,Belch,img/poison.gif,img/special.png,120,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.,Consumes a Berry,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/skydrop.shtml,Sky Drop,img/flying.gif,img/physical.png,60,"The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky.",Rises to the sky and prevents the target Pokémon from using a move in the next turn.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/autotomize.shtml,Autotomize,img/steel.gif,img/other.png,0,The user sheds part of its body to make itself lighter and sharply raise its Speed stat.,Raises user's Speed two stages. Reduces weight by 100kg.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/tearfullook.shtml,Tearful Look,img/normal.gif,img/other.png,0,The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.,Lowers target's Attack & Special Attack stats by 1 stage,100%,0,None,Selected Target,No
